SalesOrder ID,Order Date,Expected Shipment Date,SalesOrder Number,Status,Custom Status,Customer ID,Sales Channel,Customer Name,PurchaseOrder,Template Name,Currency Code,Exchange Rate,Discount Type,Is Discount Before Tax,Entity Discount Amount,Entity Discount Percent,Item Name,Product ID,SKU,UPC,MPN,EAN,ISBN,Kit Combo Item Name,Account,Item Desc,QuantityOrdered,QuantityInvoiced,QuantityPacked,QuantityCancelled,Usage unit,Item Price,Discount,Discount Amount,Item Total,SubTotal,Total,Shipping Charge,Shipping Charge Tax ID,Shipping Charge Tax Amount,Adjustment,Adjustment Description,Sales Person,Payment Terms,Payment Terms Label,Notes,Terms & Conditions,Delivery Method,Source,Billing Address,Billing Street2,Billing City,Billing State,Billing Country,Billing Code,Billing Fax,Billing Phone,Shipping Address,Shipping Street2,Shipping City,Shipping State,Shipping Country,Shipping Code,Shipping Fax,Shipping Phone
3645827000000089223,2023-02-03,,SO-00003,invoiced,,3645827000000089213,direct_sales,Aliveness Project,,Standard Template,USD,1.00,item_level,true,0.0,0.00,women's underwear-small,3645827000000075315,,,,,,,Sales,,60.00,60.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,1,,,,,,,,,,,,,,,,
3645827000000089223,2023-02-03,,SO-00003,invoiced,,3645827000000089213,direct_sales,Aliveness Project,,Standard Template,USD,1.00,item_level,true,0.0,0.00,men's underwear-3XL,3645827000000080114,,,,,,,Sales,,9.00,9.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,1,,,,,,,,,,,,,,,,
3645827000000089223,2023-02-03,,SO-00003,invoiced,,3645827000000089213,direct_sales,Aliveness Project,,Standard Template,USD,1.00,item_level,true,0.0,0.00,men's underwear-2XL,3645827000000075387,,,,,,,Sales,,9.00,9.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,1,,,,,,,,,,,,,,,,
3645827000000089223,2023-02-03,,SO-00003,invoiced,,3645827000000089213,direct_sales,Aliveness Project,,Standard Template,USD,1.00,item_level,true,0.0,0.00,men's underwear-XL,3645827000000075385,,,,,,,Sales,,15.00,15.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,1,,,,,,,,,,,,,,,,
3645827000000089223,2023-02-03,,SO-00003,invoiced,,3645827000000089213,direct_sales,Aliveness Project,,Standard Template,USD,1.00,item_level,true,0.0,0.00,men's underwear-medium,3645827000000075381,,,,,,,Sales,,30.00,30.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,1,,,,,,,,,,,,,,,,
3645827000000089223,2023-02-03,,SO-00003,invoiced,,3645827000000089213,direct_sales,Aliveness Project,,Standard Template,USD,1.00,item_level,true,0.0,0.00,men's underwear-small,3645827000000075379,,,,,,,Sales,,15.00,15.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,1,,,,,,,,,,,,,,,,
3645827000000089223,2023-02-03,,SO-00003,invoiced,,3645827000000089213,direct_sales,Aliveness Project,,Standard Template,USD,1.00,item_level,true,0.0,0.00,men's socks,3645827000000075175,,,,,,,Sales,,300.00,300.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,1,,,,,,,,,,,,,,,,
3645827000000089223,2023-02-03,,SO-00003,invoiced,,3645827000000089213,direct_sales,Aliveness Project,,Standard Template,USD,1.00,item_level,true,0.0,0.00,women's socks,3645827000000075235,,,,,,,Sales,,225.00,225.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,1,,,,,,,,,,,,,,,,
3645827000000089223,2023-02-03,,SO-00003,invoiced,,3645827000000089213,direct_sales,Aliveness Project,,Standard Template,USD,1.00,item_level,true,0.0,0.00,Bombas,3645827000000075750,843629119162,,,,,,General Income,,250.00,250.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,1,,,,,,,,,,,,,,,,
3645827000000089431,2023-02-04,,SO-00004,invoiced,,3645827000000089421,direct_sales,Breaking Free,,Standard Template,USD,1.00,item_level,true,0.0,0.00,women's underwear-2-3XL,3645827000000075325,,,,,,,Sales,,45.00,45.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,1,,,,,,,,,,,,,,,,
3645827000000089431,2023-02-04,,SO-00004,invoiced,,3645827000000089421,direct_sales,Breaking Free,,Standard Template,USD,1.00,item_level,true,0.0,0.00,women's underwear-XL,3645827000000080210,,,,,,,Sales,,45.00,45.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,1,,,,,,,,,,,,,,,,
3645827000000089431,2023-02-04,,SO-00004,invoiced,,3645827000000089421,direct_sales,Breaking Free,,Standard Template,USD,1.00,item_level,true,0.0,0.00,women's underwear-large,3645827000000075319,,,,,,,Sales,,60.00,60.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,1,,,,,,,,,,,,,,,,
3645827000000089431,2023-02-04,,SO-00004,invoiced,,3645827000000089421,direct_sales,Breaking Free,,Standard Template,USD,1.00,item_level,true,0.0,0.00,women's underwear-medium,3645827000000075317,,,,,,,Sales,,60.00,60.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,1,,,,,,,,,,,,,,,,
3645827000000089431,2023-02-04,,SO-00004,invoiced,,3645827000000089421,direct_sales,Breaking Free,,Standard Template,USD,1.00,item_level,true,0.0,0.00,women's underwear-small,3645827000000075315,,,,,,,Sales,,90.00,90.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,1,,,,,,,,,,,,,,,,
3645827000000089431,2023-02-04,,SO-00004,invoiced,,3645827000000089421,direct_sales,Breaking Free,,Standard Template,USD,1.00,item_level,true,0.0,0.00,women's socks,3645827000000075235,,,,,,,Sales,,225.00,225.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,1,,,,,,,,,,,,,,,,
3645827000000089431,2023-02-04,,SO-00004,invoiced,,3645827000000089421,direct_sales,Breaking Free,,Standard Template,USD,1.00,item_level,true,0.0,0.00,Bombas,3645827000000075750,843629119162,,,,,,General Income,,120.00,120.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,1,,,,,,,,,,,,,,,,
3645827000000089569,2023-02-03,,SO-00005,invoiced,,3645827000000089559,direct_sales,Ally Services,,Standard Template,USD,1.00,item_level,true,0.0,0.00,men's socks,3645827000000075175,,,,,,,Sales,,540.00,540.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,1,,,,,,,,,,,,,,,,
3645827000000089569,2023-02-03,,SO-00005,invoiced,,3645827000000089559,direct_sales,Ally Services,,Standard Template,USD,1.00,item_level,true,0.0,0.00,Bombas,3645827000000075750,843629119162,,,,,,General Income,,60.00,60.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,1,,,,,,,,,,,,,,,,
3645827000000092011,2023-02-07,,SO-00006,invoiced,,3645827000000092001,direct_sales,Live Wild Iowa,,Standard Template,USD,1.00,item_level,true,0.0,0.00,Bombas,3645827000000075750,843629119162,,,,,,General Income,,535.00,535.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,1,,,,,,,,,,,,,,,,
3645827000000092083,2023-02-07,,SO-00007,invoiced,,3645827000000092073,direct_sales,Love Inc.,,Standard Template,USD,1.00,item_level,true,0.0,0.00,Bombas,3645827000000075750,843629119162,,,,,,General Income,,460.00,460.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,1,,,,,,,,,,,,,,,,
3645827000000092083,2023-02-07,,SO-00007,invoiced,,3645827000000092073,direct_sales,Love Inc.,,Standard Template,USD,1.00,item_level,true,0.0,0.00,women's socks,3645827000000075235,,,,,,,Sales,,150.00,150.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,1,,,,,,,,,,,,,,,,
3645827000000092083,2023-02-07,,SO-00007,invoiced,,3645827000000092073,direct_sales,Love Inc.,,Standard Template,USD,1.00,item_level,true,0.0,0.00,men's socks,3645827000000075175,,,,,,,Sales,,120.00,120.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,1,,,,,,,,,,,,,,,,
3645827000000092083,2023-02-07,,SO-00007,invoiced,,3645827000000092073,direct_sales,Love Inc.,,Standard Template,USD,1.00,item_level,true,0.0,0.00,women's underwear-large,3645827000000075319,,,,,,,Sales,,45.00,45.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,1,,,,,,,,,,,,,,,,
3645827000000092083,2023-02-07,,SO-00007,invoiced,,3645827000000092073,direct_sales,Love Inc.,,Standard Template,USD,1.00,item_level,true,0.0,0.00,women's underwear-XL,3645827000000080210,,,,,,,Sales,,45.00,45.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,1,,,,,,,,,,,,,,,,
3645827000000092083,2023-02-07,,SO-00007,invoiced,,3645827000000092073,direct_sales,Love Inc.,,Standard Template,USD,1.00,item_level,true,0.0,0.00,,,,,,,,,Sales,men's underwear-3XL,6.00,6.00,0.00,0.00,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,1,,,,,,,,,,,,,,,,
3645827000000092083,2023-02-07,,SO-00007,invoiced,,3645827000000092073,direct_sales,Love Inc.,,Standard Template,USD,1.00,item_level,true,0.0,0.00,men's underwear-2XL,3645827000000075387,,,,,,,Sales,,6.00,6.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,1,,,,,,,,,,,,,,,,
3645827000000092083,2023-02-07,,SO-00007,invoiced,,3645827000000092073,direct_sales,Love Inc.,,Standard Template,USD,1.00,item_level,true,0.0,0.00,men's underwear-XL,3645827000000075385,,,,,,,Sales,,9.00,9.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,1,,,,,,,,,,,,,,,,
3645827000000092083,2023-02-07,,SO-00007,invoiced,,3645827000000092073,direct_sales,Love Inc.,,Standard Template,USD,1.00,item_level,true,0.0,0.00,men's underwear-large,3645827000000075383,,,,,,,Sales,,15.00,15.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,1,,,,,,,,,,,,,,,,
3645827000000092083,2023-02-07,,SO-00007,invoiced,,3645827000000092073,direct_sales,Love Inc.,,Standard Template,USD,1.00,item_level,true,0.0,0.00,men's underwear-medium,3645827000000075381,,,,,,,Sales,,15.00,15.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,1,,,,,,,,,,,,,,,,
3645827000000092083,2023-02-07,,SO-00007,invoiced,,3645827000000092073,direct_sales,Love Inc.,,Standard Template,USD,1.00,item_level,true,0.0,0.00,men's underwear-small,3645827000000075379,,,,,,,Sales,,15.00,15.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,1,,,,,,,,,,,,,,,,
3645827000000092083,2023-02-07,,SO-00007,invoiced,,3645827000000092073,direct_sales,Love Inc.,,Standard Template,USD,1.00,item_level,true,0.0,0.00,girls underwear-large,3645827000000075473,,,,,,,Sales,,15.00,15.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,1,,,,,,,,,,,,,,,,
3645827000000092083,2023-02-07,,SO-00007,invoiced,,3645827000000092073,direct_sales,Love Inc.,,Standard Template,USD,1.00,item_level,true,0.0,0.00,boys underwear-medium,3645827000000075427,,,,,,,Sales,,21.00,21.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,1,,,,,,,,,,,,,,,,
3645827000000096023,2023-02-13,2023-02-23,SO-00008,invoiced,,3645827000000081699,direct_sales,Agate Housing,,Standard Template,USD,1.00,item_level,true,0.0,0.00,men's underwear-small,3645827000000075379,,,,,,,Sales,,15.00,15.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,12,,,,,,,,,,,,,,,,
3645827000000096023,2023-02-13,2023-02-23,SO-00008,invoiced,,3645827000000081699,direct_sales,Agate Housing,,Standard Template,USD,1.00,item_level,true,0.0,0.00,men's underwear-medium,3645827000000075381,,,,,,,Sales,,45.00,45.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,12,,,,,,,,,,,,,,,,
3645827000000096023,2023-02-13,2023-02-23,SO-00008,invoiced,,3645827000000081699,direct_sales,Agate Housing,,Standard Template,USD,1.00,item_level,true,0.0,0.00,men's underwear-large,3645827000000075383,,,,,,,Sales,,45.00,45.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,12,,,,,,,,,,,,,,,,
3645827000000096023,2023-02-13,2023-02-23,SO-00008,invoiced,,3645827000000081699,direct_sales,Agate Housing,,Standard Template,USD,1.00,item_level,true,0.0,0.00,women's socks,3645827000000075235,,,,,,,Sales,,180.00,180.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,12,,,,,,,,,,,,,,,,
3645827000000096023,2023-02-13,2023-02-23,SO-00008,invoiced,,3645827000000081699,direct_sales,Agate Housing,,Standard Template,USD,1.00,item_level,true,0.0,0.00,men's socks,3645827000000075175,,,,,,,Sales,,180.00,180.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,12,,,,,,,,,,,,,,,,
3645827000000101011,2023-02-21,2023-02-23,SO-00009,invoiced,,3645827000000103001,direct_sales,Rise Up Recovery,,Standard Template,USD,1.00,item_level,true,0.0,0.00,Bombas,3645827000000075750,843629119162,,,,,,General Income,,1520.00,1520.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,12,,,,,,,,,,,,,,,,
3645827000000108229,2023-03-09,,SO-00010,invoiced,,3645827000000108219,direct_sales,Metro Hope,,Standard Template,USD,1.00,item_level,true,0.0,0.00,Bombas,3645827000000075750,843629119162,,,,,,General Income,,1235.00,1235.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,1,,,,,,,,,,,,,,,,
3645827000000108229,2023-03-09,,SO-00010,invoiced,,3645827000000108219,direct_sales,Metro Hope,,Standard Template,USD,1.00,item_level,true,0.0,0.00,boys underwear-XL,3645827000000075431,,,,,,,Sales,,60.00,60.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,1,,,,,,,,,,,,,,,,
3645827000000108229,2023-03-09,,SO-00010,invoiced,,3645827000000108219,direct_sales,Metro Hope,,Standard Template,USD,1.00,item_level,true,0.0,0.00,boys underwear-large,3645827000000075429,,,,,,,Sales,,30.00,30.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,1,,,,,,,,,,,,,,,,
3645827000000108229,2023-03-09,,SO-00010,invoiced,,3645827000000108219,direct_sales,Metro Hope,,Standard Template,USD,1.00,item_level,true,0.0,0.00,boys underwear-medium,3645827000000075427,,,,,,,Sales,,45.00,45.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,1,,,,,,,,,,,,,,,,
3645827000000108229,2023-03-09,,SO-00010,invoiced,,3645827000000108219,direct_sales,Metro Hope,,Standard Template,USD,1.00,item_level,true,0.0,0.00,boys underwear-small,3645827000000075425,,,,,,,Sales,,45.00,45.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,1,,,,,,,,,,,,,,,,
3645827000000108229,2023-03-09,,SO-00010,invoiced,,3645827000000108219,direct_sales,Metro Hope,,Standard Template,USD,1.00,item_level,true,0.0,0.00,girls underwear-small,3645827000000075469,,,,,,,Sales,,30.00,30.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,1,,,,,,,,,,,,,,,,
3645827000000108229,2023-03-09,,SO-00010,invoiced,,3645827000000108219,direct_sales,Metro Hope,,Standard Template,USD,1.00,item_level,true,0.0,0.00,girls underwear-medium,3645827000000075471,,,,,,,Sales,,60.00,60.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,1,,,,,,,,,,,,,,,,
3645827000000108229,2023-03-09,,SO-00010,invoiced,,3645827000000108219,direct_sales,Metro Hope,,Standard Template,USD,1.00,item_level,true,0.0,0.00,girls underwear-large,3645827000000075473,,,,,,,Sales,,54.00,54.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,1,,,,,,,,,,,,,,,,
3645827000000108229,2023-03-09,,SO-00010,invoiced,,3645827000000108219,direct_sales,Metro Hope,,Standard Template,USD,1.00,item_level,true,0.0,0.00,women's underwear-2-3XL,3645827000000075325,,,,,,,Sales,,45.00,45.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,1,,,,,,,,,,,,,,,,
3645827000000108229,2023-03-09,,SO-00010,invoiced,,3645827000000108219,direct_sales,Metro Hope,,Standard Template,USD,1.00,item_level,true,0.0,0.00,women's underwear-XL,3645827000000080210,,,,,,,Sales,,45.00,45.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,1,,,,,,,,,,,,,,,,
3645827000000108229,2023-03-09,,SO-00010,invoiced,,3645827000000108219,direct_sales,Metro Hope,,Standard Template,USD,1.00,item_level,true,0.0,0.00,women's underwear-large,3645827000000075319,,,,,,,Sales,,45.00,45.00,0.00,0.00,pairs,0.00,0.00,0.000,0.00,0.00,0.00,0.00,,,0.00,Adjustment,,0,Due on Receipt,,,,1,,,,,,,,,,,,,,,,
